h_Country,h_RegNumber,h_Name,h_Website,merged,matchedOn,h_IsEcommerce,import from master,import from builtwith,score,h_HasMarketingDepartment,h_NOfEmployees,HasGoogleAdsOrFacebookAds,h_Industry1,h_Industry3,Industry_n_norm,h_HasFbOrGoogle,,h_Website_Match FB||GOOGLE
DK,28235313,BERNER A/S,berner.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,66,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,rebella.dk
DK,38843257,Lund Brandhouse ApS,lundbrandhouse.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,FALSE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,rebael.com
DK,40008667,Luksushund,luksushund.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,23,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,rawbite.com
DK,32654088,LCD DENMARK P/S,lcd.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,29,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,rapunzel.care
DK,27362389,KONGES SLØJD A/S,kongessloejd.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,,TRUE,20,FALSE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,onsk.dk
DK,39610345,KOBAJ ApS,kobaj.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,onlybygrace.com
DK,26254310,KINETICO DENMARK ApS,kinetico.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,pwt-group.com
DK,11987273,STATE OF WOW APS,stateofwow.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,,TRUE,20,TRUE,24,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,porsano.dk
DK,37668613,CARL HASSING A/S,hassing.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,procudan.dk
DK,32570674,Grovvarecentret ApS,grovvarecentret.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,poulnielsen.dk
DK,73592917,GA Group A/S,gagroup.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,newworks.dk
DK,36454881,FADE ACOUSTIC CEILINGS EUROPE ApS,fadeceilings.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,planetwize.dk
DK,39874326,Basic Denmark ApS,basicdenmark.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,pitcherific.com
DK,17702300,BACKTEE ApS,backtee.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,piohni.dk
DK,20932147,BACH-P. A/S,bach-p.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,phonealone.dk
DK,24234703,Arcane Tinmen,arcanetinmen.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,51,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,natureplanet.dk
DK,73194415,Redoffice KONPAP A/S,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,49,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,naturecell.dk
DK,31327369,FASHION SHOPPING APS,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,21,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,peterlarsenkaffeshop.dk
DK,71032418,VF SCANDINAVIA APS,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,24,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,padelgeek.com
DK,73542812,C. Reinhardt A/S,c-reinhardt.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,28,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,outdooradventure.dk
DK,95efa963-e2d6-4c01-bf34-3db83c3a266c,bareen,bareen.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,23,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,onepint.dk
DK,31087694,ARCTIC IMPORT A/S,arcticimport.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,59,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,omklaedt.dk
DK,44104326,Volovik Foods Aps,anbofoods.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,24,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,olemathiesen.dk
DK,12048033,AD DANMARK A/S,addanmark.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,FALSE,69,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,olelynggaard.com
DK,29851646,HOUE APS,houe.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,45,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,nowushealthcare.com
DK,77973311,OXNEHOLM A/S,oxneholm.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,69,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,northerngrafics.dk
DK,13923299,ORSKOV FOODS A/S,orskovfoods.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,58,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,nortec.com
DK,19846679,ONEMED A/S,onemed.clinic,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,77,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,norrofficial.com
DK,63700010,A/S SESAMI CASH MANAGEMENT TECHNOLOGIES NORDIC,gunnebocashmanagement.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,53,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,norlog.dk
DK,55541817,HALEON DENMARK APS,haleon.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,55,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,norliving.dk
DK,26205328,HUSQVARNA DANMARK A/S,husqvarna.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,60,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,nordthy.com
DK,11363881,GARMIN NORDIC DENMARK A/S,garmin.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,69,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,nordifakt.com
DK,32274579,SWEET VALENTINE ApS,sweetvalentine.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,21,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,missbabuska.dk
DK,79203718,TARKETT A/S,tarkett.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,23,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,mikocoffee.com
DK,40596860,NORR11 International ApS,norr11.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,24,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,mikkeller.com
DK,34602824,MIKKELLER ApS,mikkeller.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,42,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,mercoprint.dk
DK,35486224,"RUNE ENGHOLM, 775 TOMMERUP APS",palmettostatearmory.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,51,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,mbm-mab.dk
DK,35804250,EUROPEAN WOOD CORPORATION ApS,ewc-export.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,20,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,kobaj.dk
DK,44208695,Auktionshuset.com A/S,auktionshuset.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,69,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,karmameju.dk
DK,11560431,MULTIVAC A/S,multivac.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,56,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,jmband.dk
DK,16221341,METTLER-TOLEDO A/S,mt.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,40,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,jcb.dk
DK,36432357,MobiCom Pro ApS,mobicom-pro.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,21,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,inventusgroup.com
DK,20287292,Fayrefield Foods A/S,fayrefield.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,37,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,inter-gastro.dk
DK,64106910,Eltech Solutions A/S,eltechsolutions.eu,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,32,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,livingflames.dk
DK,33051441,Zimmer Biomet Denmark ApS,zimmerbiomet.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,35,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,littleunbox.dk
DK,27970990,ZELECTED FOODS APS,zelectedfoods.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,48,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,lisby.com
DK,42525928,KRONBORG AUTO A/S,kronborg-auto.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,37,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,lineandjo.com
DK,21481548,TRIOLAB A/S,triolab.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,34,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,kbhkunst.dk
DK,32466168,TMC Nordic A/S,tmcnordic.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,54,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,kanpla.dk
DK,20830131,Merck Life Science A/S,merck.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,24,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,limitedworks.com
DK,14815198,MERCEDES-BENZ DANMARK A/S,mercedes-benz.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,46,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,liegourmet.com
DK,17558501,Abbott Medical Danmark A/S,sjm.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,24,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,libratech.dk
DK,63053112,WÄRTSILÄ LYNGSØ MARINE A/S,lyngsoe.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,FALSE,63,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,legeakademiet.dk
DK,25305590,LINDE & LARSEN ApS,lindelarsen.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,,TRUE,20,,49,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,lcd.dk
DK,70514214,KYOCERA DOCUMENT SOLUTIONS DANMARK A/S,kyoceradocumentsolutions.us,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,21,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,lahrsten.dk
DK,78539518,KINNARPS A/S,kinnarps.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,47,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,ggmgastro.dk
DK,38580124,KFT JYLLAND APS,kftjylland.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,50,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,kluntz.dk
DK,15883146,IWAKI NORDIC A/S,iwaki-nordic.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,FALSE,28,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,klubvenus.dk
DK,20892307,IVFtech ApS,ivftech.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,35,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,kelloggcompany.com
DK,84299715,Johs. Tandrup A/S,tandrup.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,40,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,kellfri.dk
DK,42284041,Align Technology ApS,invisalign.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,33,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,fullhouse.dk
DK,25169158,INTERVARE A/S,intervare.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,FALSE,41,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,haugaardvin.dk
DK,19783944,INTER-GASTRO A/S,inter-gastro.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,43,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,foderhulen.dk
DK,21035882,HUMLUM A/S,humlum.as,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,68,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,eyecyou.dk
DK,25804821,HOVE A/S,hove-as.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,36,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,gourmeture.dk
DK,15130016,HONEYWELL A/S,hls-eltek.no,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,41,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,idegroup.dk
DK,16444286,FULL HOUSE A/S,fullhouse.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,66,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,hhcdistribution.dk
DK,26174430,EXAM VISION APS,examvision.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,62,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,ecovik.com
DK,26081793,DSM NUTRITIONAL PRODUCTS A/S,dsm.com,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,TRUE,38,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,eanatomi.dk
DK,10148014,DANCOVER A/S,dancovershop.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,54,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,eacegum.com
DK,26185262,COLD JET APS,coldjet.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,55,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,dymak.dk
DK,39854112,CAMFIL A/S,camfil.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,TRUE,39,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,headsets.nu
DK,20896884,ADOBE SYSTEMS DANMARK ApS,annualreports.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,54,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,directhardwaresupply.com
DK,33078943,A. E. MASKINER APS,aemaskiner.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,64,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,designovation.dk
DK,14815279,SØREN ENGBERG SUPERMARKED A/S,keysbahamas.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,53,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,gmtaps.com
DK,18816474,"KEN FORUP, 718 VIBORG APS",secondlife.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,61,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,gemini.com
DK,21214639,ASICS DANMARK A/S,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,23,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,fournordic.com
DK,27033644,"JESPER PEDERSEN, 801 SLAGELSE APS",twifordfh.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,58,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,femieko.dk
DK,31784239,"FLEMMING MADSEN, 931 BYGHOLM APS",linkabride.co.za,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,54,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,draeger.com
DK,32146309,IJH A/S,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,57,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,dorchdanola.dk
DK,33363974,SKIVE FRUGT OG GRONTBORS A/S,skivefrugtgb.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,53,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,dicocopenhagen.com
DK,43186647,BRDR. SIMONSEN MENSWEAR APS,brdr-simonsen.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,76,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,cleanxpert.dk
DK,43977091,"DAVID HOYEM, 817 JYLLINGEVEJ APS",goodwood-zonnebrillen.nl,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,70,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,cares.dk
DK,33428391,Me & Eliza v/Mette Buus Nielsen,meandeliza.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,bystinewinther.dk
DK,16993573,Sirena A/S,sirena.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,29,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,byenslandhandel.dk
DK,31479363,NORDIC HOUSEWARE GROUP A/S,nordichousewaregroup.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,27,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,bycgundersen.com
DK,31611059,SJÆLLANDS ERHVERVSBEKLÆDNING A/S,sjeb.dk,FALSE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,FALSE,,20,,31,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,butikfjord.dk
DK,24210766,BAXX PROMOTION A/S,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,25,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,butikemsig.dk
DK,21780006,OFFSPRING A/S,offspring.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,,TRUE,20,,35,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,brushbuddy.dk
DK,29201617,RS COMPONENTS A/S,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,71,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,bracejewelry.dk
DK,32094058,RV Unique,rvu.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,26,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,bordtennisexperterne.no
DK,42152129,SteenGaard,steengaardlivsstil.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,21,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,bonordic.dk
DK,34484635,Nordisk Company,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,34,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,bodana.dk
DK,28985118,NATURE PLANET ApS,natureplanet.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,43,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,bobedre-erhverv.com
DK,9054cb89-46c4-4e02-9eda-83e6e240d210,KYOTO,kyoto.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,21,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,blossomquilt.dk
DK,38953842,Buy2Sell ApS,buy2sell.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,25,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,blazeu.com
DK,16979338907,About Vintage,aboutvintage.com,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,31,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,biblomst.dk
DK,30070186,FERM LIVING ApS,fermliving.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,FALSE,75,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,better2sports.com
DK,20261145,WEST WIND ENGROS ADMINISTRATION APS,N/A,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,TRUE,,20,,25,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,bedandbathtextile.com
DK,38360469,SOCIAL REUSE I/S,socialreuse.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",,,TRUE,20,,27,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,becopenhagen.dk
DK,40552685,Reusers ApS,reusers.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,22,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,basicfeather.com
DK,33767390,LAURA MODE I/S,lauramode.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,21,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,dately.dk
DK,27746020,DENT SUPPORT A/S,dentsupport.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,23,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,7daysofsunday.dk
DK,32564933,KiteDanmark,kitedanmark.dk,TRUE,"[""Country = DK + Top Selected industry + FTE range: 20 - 80""]",TRUE,TRUE,,20,,49,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,TRUE,,bamsekram.dk
DK,19350347,Premium,merriam-webster.com,,[],,,,0,TRUE,126,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of other household equipment in specialised stores,,,,bambos.dk
DK,36457597,SOUNDBOKS ApS,soundboks.com,TRUE,[],TRUE,TRUE,,0,TRUE,88,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale of household goods,,TRUE,,balkakbh.dk
DK,65273810,JØRGEN THOMASEN ApS,otodom.pl,,[],,,,0,TRUE,351,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale of household goods,,,,baleinestudio.com
DK,30735234,UNITED DENIMS A/S,kariyer.net,,[],,,,0,TRUE,126,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale of household goods,,TRUE,,balclva.dk
DK,13590400,JYSK A/S,jysk.com,TRUE,[],TRUE,TRUE,,0,TRUE,2583,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of other household equipment in specialised stores,,TRUE,,bach-p.dk
DK,23103311,C.L. SEIFERT A/S,clseifert.com,TRUE,[],,,TRUE,0,TRUE,126,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale of household goods,,TRUE,,babysam.dk
DK,25451996,BOLIA A/S,bolia.com,FALSE,[],,FALSE,,0,TRUE,270,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail sale of other household equipment in specialised stores,,TRUE,,babybus.dk
DK,89866618,BOCONCEPT A/S,boconcept.com,,[],,,,0,TRUE,231,TRUE,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale of household goods,,,,b2bpartner.cz
